0.00	0.00
3.50	2.45
6.90	4.83
10.90	7.63
13.90	9.73
17.90	12.53
20.90	14.63
24.90	17.43
27.90	19.53
31.90	22.33
34.90	24.43
38.90	27.23
41.90	29.33
45.90	32.13
48.90	34.23
52.90	37.03
55.90	39.13
59.90	41.93
62.90	44.03
66.90	46.83
69.90	48.93
73.90	51.73
76.90	53.83
80.90	56.63
83.90	58.73
87.90	61.53
90.90	63.63
94.90	66.43
97.90	68.53
101.90	71.33
104.90	73.43
108.90	76.23
111.90	78.33
115.90	81.13
118.90	83.23
122.90	86.03
125.90	88.13
129.90	90.93
132.90	93.03
136.90	95.83
139.90	97.93
143.90	100.73
146.90	102.83
150.90	105.63
153.90	107.73
157.90	110.53
160.90	112.63
164.90	115.43
167.90	117.53
171.90	120.33
174.90	122.43
199.90	139.93
209.90	146.93
229.90	160.93
249.90	174.93
259.90	181.93
279.90	195.93
299.90	209.93
309.90	216.93
329.90	230.93
349.90	244.93
389.90	272.93
419.90	293.93
439.90	307.93
459.90	321.93
489.90	342.93
529.90	370.93
559.90	391.93
589.90	412.93
609.90	426.93
629.90	440.93
669.90	468.93
699.90	489.93
739.90	517.93
769.90	538.93
799.90	559.93
849.90	594.93
879.90	615.93
999.90	699.93
1199.90	839.93
1399.90	979.93
1599.90	1119.93
1799.90	1259.93
2099.90	1469.93
2499.90	1749.93
2799.90	1959.93
3199.90	2239.93
3499.90	2449.93
