0	0.00
12000	8400.00
23000	16100.00
35000	24500.00
45000	31500.00
59000	41300.00
69000	48300.00
79000	55300.00
89000	62300.00
99000	69300.00
119000	83300.00
129000	90300.00
139000	97300.00
149000	104300.00
159000	111300.00
169000	118300.00
189000	132300.00
199000	139300.00
209000	146300.00
219000	153300.00
229000	160300.00
239000	167300.00
259000	181300.00
269000	188300.00
279000	195300.00
289000	202300.00
299000	209300.00
309000	216300.00
329000	230300.00
339000	237300.00
349000	244300.00
359000	251300.00
369000	258300.00
379000	265300.00
399000	279300.00
409000	286300.00
419000	293300.00
429000	300300.00
439000	307300.00
449000	314300.00
469000	328300.00
479000	335300.00
489000	342300.00
499000	349300.00
509000	356300.00
519000	363300.00
539000	377300.00
549000	384300.00
559000	391300.00
569000	398300.00
599000	419300.00
649000	454300.00
699000	489300.00
749000	524300.00
799000	559300.00
899000	629300.00
949000	664300.00
999000	699300.00
1049000	734300.00
1099000	769300.00
1199000	839300.00
1299000	909300.00
1399000	979300.00
1449000	1014300.00
1499000	1049300.00
1599000	1119300.00
1699000	1189300.00
1799000	1259300.00
1899000	1329300.00
1999000	1399300.00
2099000	1469300.00
2199000	1539300.00
2299000	1609300.00
2499000	1749300.00
2599000	1819300.00
2699000	1889300.00
2799000	1959300.00
2999000	2099300.00
3499000	2449300.00
3999000	2799300.00
4499000	3149300.00
4999000	3499300.00
5999000	4199300.00
6999000	4899300.00
7999000	5599300.00
8999000	6299300.00
9999000	6999300.00
11999000	8399300.00
