0.00	0.00
1.19	0.83
2.29	1.60
3.49	2.44
4.59	3.21
5.79	4.05
6.99	4.89
7.99	5.59
8.99	6.29
9.99	6.99
11.99	8.39
12.99	9.09
13.99	9.79
14.99	10.49
15.99	11.19
16.99	11.89
18.99	13.29
19.99	13.99
20.99	14.69
21.99	15.39
22.99	16.09
23.99	16.79
24.99	17.49
26.99	18.89
27.99	19.59
28.99	20.29
29.99	20.99
30.99	21.69
31.99	22.39
33.99	23.79
34.99	24.49
35.99	25.19
36.99	25.89
37.99	26.59
38.99	27.29
39.99	27.99
41.99	29.39
42.99	30.09
43.99	30.79
44.99	31.49
45.99	32.19
46.99	32.89
47.99	33.59
49.99	34.99
50.99	35.69
51.99	36.39
52.99	37.09
53.99	37.79
54.99	38.49
55.99	39.19
57.99	40.59
64.99	45.49
69.99	48.99
74.99	52.49
79.99	55.99
84.99	59.49
89.99	62.99
94.99	66.49
99.99	69.99
109.99	76.99
119.99	83.99
129.99	90.99
139.99	97.99
144.99	101.49
149.99	104.99
159.99	111.99
169.99	118.99
189.99	132.99
199.99	139.99
204.99	143.49
209.99	146.99
219.99	153.99
229.99	160.99
239.99	167.99
249.99	174.99
269.99	188.99
279.99	195.99
299.99	209.99
349.99	244.99
399.99	279.99
449.99	314.99
499.99	349.99
579.99	405.99
699.99	489.99
799.99	559.99
899.99	629.99
999.99	699.99
1199.99	839.99
